tweet,sentiment,highlight
@_Nikkiie_ @danielmardinian bas bedo b kun sari3 ðŸ‘€,Neutral,None
@_Nikkiie_ fi mena dress kame ...,Neutral,None
@_Nikkiie_ ma hekkk,Neutral,None
@_Nikkiie_ yal wasle,Neutral,None
@_VanillaH0neyy eh chou ba3mil ya3ne ,Neutral,None
@@HoldThyPeace bro iza inta b beirut nzal bedivere ana honik ,Neutral,None
@2009Cici @ra7eeq_ma5toum 3M yetmaskharr  hayda ma3na ru2e:p,Neutral,None
@AbbasJIbrahim ðŸ˜‚ðŸ˜‚ðŸ˜‚ tal3a tal3eta ktir ,Neutral,Sarcasm
@AbbassAk93 basitaa btinzal beirutðŸ˜³ w ana sarle zamen ma ri7et cineðŸ˜­ ,Neutral,None
@Abbaszahri chou 3amel le ?,Neutral,None
@Abbaszahri Hahaha hayda l hadaf :p,Neutral,None
@Ahmaddib2014 haha hayda siret kil bnt wen ma ra7it fa akid badak tesma3 fih :p,Neutral,None
@akhmad_baz eh 3ade ba3ed ma fi 3layha ktir kelon 20 :p,Neutral,None
@AkikiJoyce @Gebran_Bassil Hahaha..Sou2al Ma3ale El Wazir Houwwe Sou2al Kel El Moushehidin Wel Moutebi3in...Hassayna Chi Na2is 😄😄 ,Neutral,None
@Alaaaaz inno hayda Huwe El islem. ,Neutral,None
@alainabouarra chou 3ende ,Neutral,None
@AliKaraki91 eno mn bab l maze7..bs ktir lal 6,Neutral,None
@AliKaraki91 Hiyye lebse shar3e hatta mata3mil fik shi am toli3 l 3akes. Helo wallah ,Neutral,None
@AloufFares chou hiye l ossa leh ?,Neutral,None
@AndreaChahoud choi hayda mahal chou,Neutral,None
@AndrewBachir ken fi hari2 had l city mall,Neutral,None
@AndrewBachir yii waynak,Neutral,None
@anthonyeid1: L helo eno l ghada ma b 3oud ya3rf yballesh nhar l a7ad  ,Neutral,None
@anthonyeid1: L helo eno l ghada ma b 3oud ya3rf yballesh nhar l a7ad  ,Neutral,None
@Anthonyrr2 lek ktir mabsout bel quote tweet?,Neutral,None
@ARK__17 min hayda :p ,Neutral,None
@as3ad93 ad ma ken hbb min hayda lfari2 olympiakos men aya balad?fi shi le3eb bna3rfo?fi shi le3eb ma3rouf?,Neutral,None
@ASaddCat Mafikun tkouno m3 l thawra w tkouno ma3 hayala hada,Neutral,None
@AsmarMaria chou 3am ta3emleh?,Neutral,None
@AtallahDalia LEI KENTE BEL NRJ MUSIC TOUR ????,Neutral,None
@ayafares eno ehh ma ktir ,Neutral,None
@AzzamDarwich @oussamahamadeh @eliseaoun @lourdamaria1 Ehh ehh hayda la yalle menon zawi ehtiyajet khassa ,Neutral,None
@BakrRifai hayde azde lamma 7attet l soura bro :p,Neutral,None
@Bayernoholic la2 w hasamuwa enno man city will win. 3andon halit Denial enno liverpool yerba7o anything. ,Neutral,None
@bernardsafi hahahahaa ... Chou 3arafneee 3am beshrab may O.o,Neutral,None
@Bibi_DD min hayda ?,Neutral,None
@BilalBeainy chaklak mabsout fiyoun ktir:p,Neutral,Sarcasm
@BousamraM Ahahahahha:p Ma ktir tchedd idak:p ,Neutral,Sarcasm
@BundeSabeh chou be5sous hayda l bidal ya3mellak comments 3a postetak 3al addicts? ðŸ˜‚,Neutral,Joke
@c0592f2e6c1d4d6 chou sayir ,Neutral,None
@CarelSaliba bt2oule 3a bayrout w sob batroun,Neutral,None
@CarelSaliba marret bt2oule in beirut w marret bet oule at beirut .. Hayda el fare2,Neutral,None
@carolee12345 hahaha ehhh  chou baddoun aktar men hek,Neutral,None
@Charbelonsky @FreddyStephan hayda be2eh el moto??,Neutral,None
@Charbelonsky machi..kif eza cherbene,Neutral,None
@Charbelonsky wen ?,Neutral,None
@cherif_allam ehh biaarfoo bi dal y2ele eno hayda artak b jal el ba2dounisðŸŒ¿,Neutral,Foul language
@cherif_allam makhas 3am oul eno enta bedakhin ktir w carl sakarjeh w dod l marijuana,Neutral,None
@ChloeChahwan @RitaNakhoul1 ana b3almik :p,Neutral,None
@ChristianMardo ma t2oul hek.. hekme/riyade vs outside beirut ,Neutral,None
@ChristianMardo ma t2oul hek.. hekme/riyade vs outside beirut ,Neutral,None
"@Christine_Habib Chris Sho toli3 oset hayda el sout "" bomb "" or what ?",Neutral,None
@clara_hac be chou 🙊,Neutral,None
@Cybele_reaidy yal jeye sawene,Neutral,None
@Cybele_reaidy: @elabboudz nsiya :p ma 3ende jem3a l jom3a ana Haha tab get useful w s2alile 3an l course ,Neutral,None
@CybelSaliby tab hala2 hayda ayya noss?,Neutral,None
@cynthiaahaddad @MonitaJ1 @MonaZheiry @grumpy_cynthia 100% hayda l ma2soud...a7lamiyin al :p ,Neutral,None
@darkembracee shu bsewilik akel ?,Neutral,None
@Dgfheili fi wehde bteje b r8,Neutral,None
@DinaAntakly 7asab chou bi 7eb,Neutral,None
"@dominicabuhanna @Tareksoueid ba3ed wala marra chefto b "" men ahla byut ras beirut"" !! ",Neutral,None
@eddy_hatem aw bas bedak tethamam,Neutral,None
@eddy_hatem l odouwye neon ta chuf eza mnechtere aw la2,Neutral,None
@EidLarissa nzlo 3a Beirut ,Neutral,None
@elabboudz nsiya :p ma 3ende jem3a l jom3a ana ,Neutral,None
@elias_nemer9 de telephone 2eza fina nehker yeaner le2ano mfakra 2eno zeit ra2em fik taamol vote yeaner tehker,Neutral,None
@EliasKharma Eh cava khassatan li rayih Dahye bi Van #4. Ktir 3adiyye ,Neutral,None
@eliebarakat 3am bedros man,Neutral,None
@Elio_Msann95 to chou ya kbirna,Neutral,None
@ElizaAoun :) w ente w taba3ik rah tejo ma3na chou? :p,Neutral,None
@elsaraidy chou tghadayte enti?,Neutral,None
@fantastlsco shway ktir bas yalla cava regular mnen2abal anyways 😂 ,Neutral,None
@FawazMay 3ade beirut w dares kamen hehe ,Neutral,None
@FouedChoueiry @thekarimkhoury autostrade trablos aw bas bi jounieh/jbeil bel leil (chi 3 lsobeh) beirut mech 3atoul btozbat ..,Neutral,None
@fredbteich62 ma hayda lsou2al hata law 3melt backup kel chi bi dal am bi rouho after updating? ,Neutral,None
@fromfreeway2 hayda el we2e3 shou ba3mol,Neutral,None
@funzip @kevo_90 @VinceAoun @Zeina_Ghorayeb @rayanammar07 @mich_h bas btekol gher chi :o tsk tsk,Neutral,None
@Gabrieladaou chou sayir :p,Neutral,None
@gchouchani khalas it's okay helo l wahad yet3allam lsabt !ðŸ˜­ðŸ˜­ haha goodluck x ,Neutral,Sarcasm
@Gebran_Bassil @BBCr4today @MishalHusainBBC allah ye7mik men 3ndo ,Neutral,None
@Gebran_Bassil Hahahahaha tammine dolaratak woslo?,Neutral,Sarcasm
@geee_nius lol hayda basics Kid iza 2a5adte masalan data structures Chou 3am te5do?,Neutral,None
@GeorgeGMouhayar bchil 5 days forsa,Neutral,None
@GeorgeGMouhayar eh eh 3ade,Neutral,None
@GeorgeHousseiny @itslleeaa L thawra dod hal tefkeer sadi2e. Bas ma3le ma be3tab.,Neutral,None
@ghady_ziade noo ma ktir ,Neutral,None
@GhidaItani @Jyzelloo @jesuisjamal @MaritaFilijiber beirut mall bel da7yeh xhefteh chou bethebbneh jyz8,Neutral,None
@GhidaItani waaahahahahhahahaa btwww wala marra sa2alrtik chou bta3emleh bel hayet ba3dik 3am tederseh ?,Neutral,None
@giorgiochidiac eh bas chou hal mouvement?,Neutral,None
@goldbird60 rakd b rakd 8 to 6 at office...chou akhbarkon?,Neutral,None
@gracehajjar chou ha tjibeh hdiyeh la bayik 3a 3id l2ab,Neutral,None
@H_Fakha18 @hassanNoureldin 20-21 3adi ma sheft menno hal2ad w kamen alo liverpool baddon £6m+ ,Neutral,None
@HaddadPerla hayda chapitre bi kteb l francais iyem l madrase la2 ?? :p,Neutral,None
@hagopsha8 eno 3adi ktir btsarekh,Neutral,None
@Hammoud_91 kel shi bwa2to helo ok ? ,Neutral,Saying
@Hammoud_91 ok ktir b3ide ,Neutral,None
@hanadymatta @luccianafeghaly looooool lucciana 3eycheta ktir btw ma ba3refa bass men ltweet taba3a bhessa 3ayoucheh,Neutral,None
@HasanOsseili hayda hayda hayda krmel trte7 aneee ma asde shiiii =)),Neutral,None
@hassanNoureldin @KamelTabbara @ShadiShayya ahhaahaha hayda l chelsea ace,Neutral,None
@hazoon2014 ahhhh 3ayleh kbireh l quba chou bye2rabkoun che guevara ?,Neutral,None
@hazoon2014 chou ya3neh zawrwtik,Neutral,None
@HelenaHajj chou esem el game ,Neutral,None
@hiba_lebanon mch kelon sara7a lea w chwe ma ktir #StaracArabia #StaracArabia,Neutral,None
@Hiba382 zaha2 w dares w akel w hekk u?,Neutral,None
@hussein__yassin @FarahhNasr ma t7ki ktir ba3d ma 5allasto :p ,Neutral,None
@IMAD_SL @elwasso halla2 @RabihAntoun leh mekhtefe? Hayda li b koun 3am yaamol 7alo 3am yeshteghil,Neutral,Sarcasm
@in_israa 3am bi bawred tizo chou elik ma3o:p,Neutral,Sarcasm
@IsmailSakalaki enta nzelt 3a Beirut aw la2? ,Neutral,None
@ItsMariaCosta hiye eza bada tredd bet redd. Bs mech 3erfe chou bada tehke la tehke,Neutral,None
@Ivine_b HHAHAHAHAHA yallaa bne jrne lakena ;p Ana bel bayt :'( natra 7adan ytale3 machrou3 w yze2ne :p ,Neutral,None
@JadmBazzi @amanishames 3an shou hayda ?,Neutral,None
@JadSaad__ THAWRA THAWRA THAWRA,Neutral,None
@JadSaad__ THAWRA THAWRA THAWRA,Neutral,None
@jamalfayad @RolaKhalifeh ouffff tab ana ma befham bel 3safir hol lal akel am chou ?,Neutral,None
@JanaMawed la hayda kirmal l match.... 3adi t3awadna....,Neutral,None
@Jay_Merhej hahaha eh ana ra7 e7daro hayda bas ana ma bshaji3 spain :p,Neutral,None
@JayOsta shou hayda ,Neutral,None
@JCTohme hayda l chi helo? ðŸ˜• ,Neutral,None
@jeanchedid19 @Miloz007 rodgers byel3ab 3 at the back. Bass mou style le3bo beche3 law ken 10 strikers ðŸ˜‚ ,Neutral,None
@jeanchedid19 ma ba3ref kl shi bwa2to helo :p ,Neutral,None
@JeanMarcMjbr @ETsAndUFOs 7elo though fi kam soura sa3be yetsada2o :p,Neutral,None
@JeanMarcMjbr referees rarely see it/give it. I know many players do it bass last year kel match y3al2o 3a skrtel w ya3mloula replays ktir,Neutral,None
@jeanpauldirany1 eh walla am feker chou bede echra. Aw ekol la dal we3e ,Neutral,None
@JessyGeagea @AbiBb9 halla2 chou toli3 el machrou3? @EChaccour @Daniatyan @abdilmasih @RKaedB @MaryamSleiman ,Neutral,None
@jimmy_aoun an mano food hayda 😂 nvrmnd,Neutral,None
@Joannesmith00 @MariaCDaher @ChrisBreidy @marcchbeir 3asfourieh ou chou ? ,Neutral,None
@Joelle_Sfeir 3andik ktir dares? ,Neutral,None
@JohnnySaikaly88 ana bheb rabi3 .. chloe bter2us helo bass ma bti2a:| ,Neutral,Bullying
@JoseeGeb ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss ! ,Neutral,None
@JoseeGeb ana kel l li baarfo eno jounieh jbeil ma hada bi arreb sawbon beirut noss noss ! ,Neutral,None
@JosephAbdallah8 chou khas l tabeh eza fi golar ? :p,Neutral,None
@joyabarhouche @NayAttieh chou elet ? 😂,Neutral,None
@julienbs15 lek aslan kif fik teshrab vodka? Ma btenbala3 man ktir araf badak tonbosit shrab whiskey ,Neutral,None
@JustineGhosn khide headache l dawa .. chou ismo .. panadol,Neutral,None
@Jyzelloo ma 3am befham 3leikeh jyzo chou badna nehkeh 3an chouuuu 3an min 3an kif 3an leich 3an uf,Neutral,None
@kadiga77 dodo chou 3abelik,Neutral,None
@kamelibr fi ktir ela ana lol :),Neutral,None
@KarimFirikh hahahaah le72a hala2 ktir 3l dares :p,Neutral,None
@kellshima25oud mbala ana ,Neutral,None
@kevo_90 chou fiiiiii,Neutral,None
@kevo_90 tsk 3ayb,Neutral,None
@khou_88 no one knows ! Fee ktir fera2 3am betnefes 3al la2ab,Neutral,None
@kozakoza2 @Thaqafnafsak chou oseta te7didan ??,Neutral,None
@kristianabf @VirginRadioLeb eh bass ma fhemet chou ya3ne ? :P,Neutral,None
@kristianabf Noo chou ??,Neutral,None
@Krystel_Adas mano helo? ,Neutral,None
@LaleAinteby msh hayda l shi li bl citymall? ,Neutral,None
@LamaGhaddar05 hayda l shi mano mawjud,Neutral,None
@lamaturk kifikkkkk ??? Kif ken nharik chou 3melteh,Neutral,Courtesy words
@LamiaWehbe read thie article lamia. Hayda domn l 7adis ma3 nidal bl magazine !,Neutral,None
@Lamsat_Alm da3wet chou,Neutral,None
@Lana_254 chou fii? 3an shu azdek,Neutral,None
@LaraSbg bokra ana b beirut ta3e ,Neutral,None
@lea_karam yimkin 3reft 3a min 3am tehke w fajaret zet l chi ! :p,Neutral,None
@LeaAbiRamia btw chou bye2rabik wakillll xxl I think men 3ayeltik,Neutral,None
@LebaneseScouser @CarlaAkil besta3mlo ktir bs inno ma fhemit shu l ghalat fi:p,Neutral,None
@Legnus_ Kenet bjarrib marre2lak yeha law be Beirut bass I already lent my hard drive la2an fi 3alam kamen badda:p @Klorine ,Neutral,None
@lnlne la2eno bukra ta2es mech ktir helo wel ared jalid wel talej bi koun ahsan tuesday i guess :p ,Neutral,None
@lollanasser2 @rama_ajram @ellananoss @tayemooriya @killomariam alla la yderekk sho ken bekii ??? ,Neutral,None
@Louis3400 eno eh fenene sawta helo bas mesh bhebba bmout fya w fan w medre aysh ,Neutral,None
@Louis3400 eno eh fenene sawta helo bas mesh bhebba bmout fya w fan w medre aysh ,Neutral,None
@M_Najdi92 eza mndal hek ktir mnihðŸ˜‚ðŸ˜­,Neutral,None
@mackasutra hahaha hayda sahbak toni. And hibas frnds ,Neutral,None
@MahdiAlwazwaz msh shway ktir,Neutral,None
@malissalovefy @Jessica_Nassar chou bye2rabik shammas taba3 lbaradeh storet,Neutral,None
@ManuellaaRicha @SebaalyMarc @janasalibaa chou ma ken ,Neutral,None
@maram_ps @NourAjram @loloalghazzawi @meme_ajram @ShOoDyRoSe @KubraAjram @NancyAjram as u like ma bdk ta3mle ente 7erra aked ,Neutral,None
@MariaFrangieh lol tab waynik now dakhlik enteh sekneh bi beirut ,Neutral,None
@mariagilmour6 @neymarjr khabrineh chou fhemteh,Neutral,None
@Mariomannah ana w z8ir kenet este7ee ktir,Neutral,None
@maxwont hahahaha ana ma khasne mech ana na2ayto ,Neutral,None
@MayaEMansour because muscle cars fyon ktir ahsne,Neutral,None
@MelodieTamer @AnisTabet23 hayda li elon chi 100 sene b 3amro fi ?,Neutral,None
@Mharakeh ana chou khasneh ma bhayeteh hekiya heheheh,Neutral,None
@mhmdmakmouk @RAlayoubi fi ktir ktir.,Neutral,None
@MichelleChekie chu helo bs lwahad yfut l3ndk 3l profile btotla3 b khele2to soura panoramique la snenik :| ,Neutral,Bullying
@MikeHalwani @YaraDidntFly @WhatsppBrasil @GioDelSpears hahahaha kazam ya3ne asir ktir,Neutral,Known fact
@miraalmulla ashya ktir khabrine 😱,Neutral,None
@miro_mattar @NowaraK Ba3du sar2lik soura ??,Neutral,None
@MoeJamul @judySpica aribe ktir,Neutral,None
@MoonMoonlight8 Haha iMiss u 2 ana sret Beirut blshet dob w at 1 3nde cheghel ma ah e2dar ,Neutral,None
@moudiidd hayda lshari3 eli bil boroj? :p #okbye #okbye,Neutral,None
@mounib28 chou hl chi,Neutral,None
@mozamnyoka chou ha Tizzzz,Neutral,None
@MShamsldeen ma3 eno mbere7 katabet ktir eshya,Neutral,None
@MTVLebanonNews yeah eh w chou 3arafoun l mas2ouline enno bada tchatte ???,Neutral,None
@myriam_menhem lech btenbe3 ? ,Neutral,None
@NadaTDehni no 3mele vocab kamen eno akid you already know them w eno haynin ma bedon wa2et ktir. ,Neutral,None
@nadeabk amtin baddik tejeh 3a beirut ,Neutral,None
@NadineKDe1 haha bass hayda bibatil esmo syem :p Ramadan Karim,Neutral,None
@nadinezeidane chou ya3neh face book dakhlik ???,Neutral,Sarcasm
@naghaam1399 lol ah chi helo ya3neh? ,Neutral,None
"@NaghamZerdan: @yasminafares1: @NaghamZerdan fakartik 3am btehke 3an hayda taba3 7arim l sultan:p"" lah :p""hahahahahaha ",Neutral,None
@najwakaram aa fekra am et3lam lra2es fa ma aande mshkle ser 2or2oe maake w hek ,Neutral,None
@najwakaram yaane ma fe clip kter helo?🌚 ,Neutral,None
@najwakaram: Li bi 7ebb l ghenniyyi bikoun 7abb Wl ma 7abb chi m3ayyan Hayda zaw2ou L fann zaw2 Ma Baddna n3alli2 3a chi plZ ðŸ˜˜,Neutral,None
@NaNo2248 bukra byetla3o Chou 2arra3 ðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral,None
@NatashaSassine ana hesse ennu ktir msh shwe :p,Neutral,None
@nathaliebh1 @farahnuruddin chou ken badik bhel chaghle :p enjoy ur summer ,Neutral,None
@Neymarinhoo Ah bl nesbe lal fari2 akid ahsan. Rotation w hek mish ghalat bas howe ma ha yerda hayda azde,Neutral,None
@Niculotte hahaha hala2 batalet cheyfetik :p,Neutral,None
@ninita94 chou 3am ta3emleh ?,Neutral,None
@nizar_maaliki @pierrekhadra pierre hayda mish enta wara hiba ? :p,Neutral,None
@nnak27 la elik chou 3meltellik ?,Neutral,None
@NourGhaleb hay new commercial bet sawre wledk w bi hetto ahla soura 3al 3elbe kel fatra bi ghayruwa,Neutral,None
@NourH92 hayda el 3ayashen b7ad zeto:p,Neutral,Sarcasm
@NourH92 ma ana bass la2an ken liverpoolðŸ˜¢ ,Neutral,None
@NourH92 mannik bi beirut?? ,Neutral,None
@NTabiaat ktir awiyeh ente bl copy paste:p ,Neutral,Sarcasm
@OffsideLiam: toswit Ronaldo houwe 3 Real Madrid laaibe: 1) Ramos 2) Bale (banter) 2 3) Benzema. BANTER ma tfeejaa2et,Neutral,None
@osmanelzein El thawra ma hejamit el momtalaket...,Neutral,None
@pamelamoussa @mazen_issa kel shi bi wa2to Helo pamm :p ,Neutral,None
@PataPuii ktir whyet ommek,Neutral,None
@picandhadth eza b beirut badna na3mil hal chi badna faw2 l 10000 7ayyi ,Neutral,None
@precillabouaoun @pearll812 ehh ehh fi ktir osas 👀 ,Neutral,None
@queen_lea_dalia eza sme3tiya ktebe chou 3am bet2oul plz ,Neutral,None
@ralphmatta @Rami_Chamoun chou ralphh khalaset dares lal final? ,Neutral,None
@Rana_AbiNader cz daraset ktir :p,Neutral,None
@RayaneKabbara yalla vote jana 👸🙋,Neutral,None
@RayanGhaziri @Jescasem w ana ma be2dar tarjim hek soura,Neutral,None
@rebeccafattouh1 bhes hayda ana sah? ,Neutral,None
@ribalchedid bess fi ktir alo la2,Neutral,None
@Riiiimms chou 3am besir ma3ik lyom haha ?!!,Neutral,None
@RitaNakhoul1 maba3ref 👀,Neutral,None
@RitaNakhoul1 roz 3a djej,Neutral,None
@RitaNakhoul1 w er hala2 kenet 3endik,Neutral,None
@ritasawaya3 Sara7a Iâ€™m not sure la min teb3a bas akid fi sabab. Ma kasaro ella Alfa Beirut Bank and UFA Insurance,Neutral,None
@RoubaSaad @Cynthiaoun emtihan chou uni?,Neutral,None
@ROULANASR1 at the end its a matter of taste. Ana natarit shi ktir kbir. Saraha baddo ktir ba3id. Zakkarni b super star 1. ,Neutral,None
@sabeh_mohamad bass 5alas ma ba2a ya3te ktir,Neutral,None
@SafaaAsh 2e3de bi beirut ? ,Neutral,None
@SaharWho Ente ka mouhalile la bein chou ra2yik b salah,Neutral,None
@sallyhijazi sallly chou t3achayteh,Neutral,None
@Samia_Dagher bas chou btesta3emleh ?,Neutral,None
@samirsleem @HadchityMarc bi chou nekid?,Neutral,None
@sanatarabay ahh fakartek b Beirut ,Neutral,None
@SandroMsaed @najwakaram @ArabsGotTalent sandroo kifak fi teb3atoun kil soura la 7ala 10x dear,Neutral,None
@SandroMsaed @najwakaram chou ma fiya tjaddid,Neutral,None
@saragermanos rah eb3atlik ra2me dm yalla lahza,Neutral,None
@SarahAM99 hayda mish ana ba3atelik yeh?,Neutral,None
@sarahch98 @FactsAboutBoys ktir 3ade,Neutral,None
@SarahEHaj hahahahahahahahaha ma ktir hassayto interesting bas i'll keep watching :P ,Neutral,None
@sarahstarac chou fi? ,Neutral,None
"@setdasso @sad_tota_4 eza maktoub ""undo retweet"" ya3ne ente 3amle retweet abel wa2ta tekebse chou byejike? #LeaMakhoul #LeaMakhoul",Neutral,None
@SevagDemerjian mesh ktir bass mesh ghalat ya3erfo 7ajmoun ;) bass shoufak bkhabrak :D,Neutral,None
@SHouaizy ah eh dallak cjc medre chou esmo el nede,Neutral,None
@SibemolY chou badak bel raj3a ,Neutral,None
@sofiakrikor anaaaaa barca lol bas heik 3am behdar 3a zaha2 3am behdar lmatch bas bfadil liverpool cz moriniho sa2il w mfakar halo chaghleh  ,Neutral,None
@stef_63 lollllll studio bi noss din beirut enno mich la 3ayleh ,Neutral,None
@Stridak @AbedBanna1 2rit Esme Chou fi,Neutral,None
@Stridak chou feyte?,Neutral,None
@tamareldahr @BobBakour bass hayda el video cheyfino bel skl,Neutral,None
@Tarek_Omran hahaha ehh hayda el zinikh fiya,Neutral,None
@TarekGhosn nzal Beirut enta w ma yhemak. Natrak seriously. ,Neutral,None
@TarekTamo 3adzi :p,Neutral,None
@TarekTamo fi ktir nes ba3da m3atle,Neutral,None
@TayaGhattas wahahaha wel white chocolate chou wad3o?,Neutral,None
@tehsha hahahhahaha hayda mano lebnene :p hayda masre 3m yjareb yhki lebnene :p,Neutral,None
@TheFunnyRed @Eghaoui muntadhar al zaidi sar e3id bi beirut ,Neutral,None
@TheMestanefra ma 3reftil bil soura l jdide! 3am oul min hay 3al time line 😂 ,Neutral,None
@thenotorious977 @wef @Davos @Gebran_Bassil Raddo 3lek?,Neutral,None
@tonyrizk_963 ah ok. Eh hek sah. Ana ma 3ande shi khasso bel classico. Kello khasso bel elman saraha. Thx god manne ktir 3emil following,Neutral,None
@TracyRChalfoun Helo bs mech hal2ad bada. Khalas anw ha eskot ,Neutral,None
@trissaabiissa @jadaboujaoudeh walaken bilmou2abalet wettesri7et chaddad ktir ha hay l fekra ,Neutral,None
@TrustRona ktir m8yer sawta,Neutral,None
@unspokenlouve chou gaelle ma chta2tile lama kenet 3asbik bl saff?,Neutral,Sarcasm
@urbandictionary @sighgarette_ @ranamedawar w hayda dictionary nabche fi eza beddik,Neutral,None
@viktorjarjoura mbala btefrou2 ktir ya bro ,Neutral,None
@Vince_Gebran ahahahahaha eh mouhem el niyyeh bs eno kam chakhes mech men lebnen bya3rfo eno salma 3enda leb roots?:p ,Neutral,None
@Vince_Gebran fi ahla :p ,Neutral,None
@Vince_Gebran rah yghayro shi had shere3 bank du liban? ,Neutral,None
@Wardoudi @nadinennjeim 5er chou beha :p ,Neutral,None
@waso_ ana taraket awwal ma ballash. Sert bi beirut ,Neutral,None
@WizKhalifaSquad @Nadiakhairallah fhamie ktir ellik ,Neutral,None
@YaraAChaaban hayda masal byen2al 🙋 ,Neutral,None
@yaraahitti la chou el CAPSLOCK 2e5ir chi ,Neutral,None
@yarakaram88 men chou?,Neutral,None
@YaraWithGlasses @AnisTabet23 beirut rock festival rou7 ya! Bas eno 3ade cava,Neutral,None
@YasminAbdi11 halla2 di3aye ma bibayyin chou ra2em l ize3a?? ,Neutral,None
@YasminAbdi11 tayyib bi ma ennik l wa7ide li edra khabrina Lea chou 3am bet2oul ,Neutral,None
@YKaisar @HadiAlabdallah hayda il khabar nazalo il Jeish il sa3a 9.30 bas badak hada y2ktin3,Neutral,None
@ZbZein @LFC ysorloðŸ˜” ya3ne ana ma3 barca abel ma koun liverpool w eza barca bterbah 100-0 lyom ma btefro2 ma3e ,Neutral,None
@zefloyd lah we2ef hek kermel tzbat l soura ,Neutral,None
@zeina_makki hello  sheftik 3a Antelias hayda enti ?? Have a nice day :D,Neutral,Courtesy words
@zeinbourji @RitaRawda @RayanneHarake Zein men wa2et ma shefetne till now d3ofet ktir:p abel i was fine ,Neutral,None
@ZiadHamd hala2 msheet mn Beirut ,Neutral,None
@ZiadHamd hala2 msheet mn Beirut ,Neutral,None
@ZiadOmran idk chou bade hot charet ,Neutral,None
#LeaMakhoul lea makhoul @sarahstarac @Nisrineslaymene @naya671 @perlarouhana 3aylet lea chou ? #LeaMakhoul,Neutral,None
#LebanonWantsBelieveTour guys law bweza ... Ana min Beirut lahjete mana z2a2iye .... Eno in real shou badna b shou b sir 3a twitter :p #LebanonWantsBelieveTour,Neutral,None
#MissLebanon fi mustawa sa2efe hl sene fi #MissLebanon,Neutral,Sarcasm
#ThreeWordsHeDoesntWantToHear mabaaref aamol akel #ThreeWordsHeDoesntWantToHear,Neutral,Joke
2ah ma fi akel 😂 ,Neutral,None
3adee ma fia chi saraha,Neutral,None
"3ala fekra fi ktir echya cheluwa mn l interview : haifa ghanit la ramy 3ayach ""mabrouk"" â€¦â€¦â€¦",Neutral,None
3am besma3a ktir hal kelme,Neutral,None
3ande 20 GB download badde 5alleson bi 40 mins Chou btensa7o? ðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral,None
3ande cheghel lal 2 so ma ba3ref eza meherze etla3 from Beirut at 2pm ,Neutral,None
3mol group whatsapp ,Neutral,None
a3de ma3 a 15y/o 3am tehke 3an hayet l single ahla w kif fi ktir shabeb aam ysheko 3laya w kam relation saret feyte hal shahrenðŸ¤¦ðŸ»â€â™€ï¸ ,Neutral,None
Aam b oulo chattit b Beirut aam fakir emche ba3ed chway aal cheghel. ,Neutral,None
Aam faker aete l xs max la sahbe W jib l 11! Chou raeykn? ,Neutral,None
Aam yeshteghellak men 3ara2 jbino ,Neutral,None
Ab'3a akel big filler... Malet 3aleikom @kfcarabia,Neutral,None
Abadan bas fina na3mol l 3akes :p ,Neutral,None
Ade 3aj2a 3a beirut ?,Neutral,None
Akhhhhh🤣🤣🤣🤣🤣 ,Neutral,None
"Akid ana w zghir m2atash saf ""savoir dormir"" Bl garderie ",Neutral,Joke
Akid mesh Ana ma hayk!!!😜😜 ,Neutral,None
Aktar chakhes 3am yekoul msabet haliyan kasar record gebran bassil. .. . Mark zeckerburg ,Neutral,Joke
Alright hkine bas baddak ,Neutral,None
Ana akhadet 10,Neutral,None
Ana bekhod 3elbe 😂 ,Neutral,None
ana bel baranda ,Neutral,None
Ana jebet 3achra,Neutral,None
ana mane b ajaltoun bas mafi mar elias b ajaltoun wen 3al mazbout ,Neutral,None
ana mich cheyfeta chi ghalat eza akalet 10 iyem wara ba3ed noodles,Neutral,None
Antoine fout nem ,Neutral,None
anyone 3ndo mouse ma bta3mel sot abadan? ,Neutral,None
Arrab shbat.. ,Neutral,None
Arrab shbat.. ,Neutral,None
asdak both aw aam tetse2al aa kif elta? ,Neutral,None
ased khalet 7ale e2shor kermel l rabet l3a2ile ,Neutral,None
Aslan Ana ma be7li2a ok bye 🕺🏻 ,Neutral,None
Aw ellek no essiyon ,Neutral,None
Awelkon hela hela ho m3al2a bi ras gebran basil kamen? ,Neutral,Joke
Awelkon hela hela ho m3al2a bi ras gebran basil kamen? ,Neutral,Joke
Ba3dna ma 3refna chou borjo la khalifa #AddehMahdoume. #AddehMahdoume,Neutral,None
Baaref ,Neutral,None
badde bagels ,Neutral,None
Bade rou7 o7dar the blue comedy show ktir daroure,Neutral,None
Badon esbetet 😂😂😂 ,Neutral,None
barke lezim nehdar charlie’s angels barke??? abel ma yenzal hayda? just sayin ,Neutral,None
Bas chou khassa now?! ,Neutral,None
Bas Hada Yfahemne Chou Ya3ne El Wahad Mhammal Albo Aktar Men Ta2to?! Chou Bye2sod El Hakim?!,Neutral,Saying
Bass hayda ma ken GOMA 🤣 ,Neutral,None
Bass hayda ma ken GOMA 🤣 ,Neutral,None
