tweet,sentiment,highlight
BADNA DOLLAR! BADNA DOLLAR! 3TINA DOLLAR!,Negative,None
Badon esbetet 😂😂😂,Neutral,None
baed aande ghrad ktir lal kab natra la ekhlas jury so bas ekhlas bteje btse3dine💖💖,Positive,None
Bala manyake aam tujaane ktir baydte,Negative,Foul language
Bala manyake ktir z3elet aa hal khabreeyye,Negative,None
Balad? Aya balad? Ana manne cheyef fi balad 💁‍♂️😭,Negative,None
Ballashet erjof bass shefet l video! Is it normal? Barke fa2id l owe 3nd terez hayda,Negative,None
bara lebnen ya kalb ento 5hayneen,Negative,None
Barke la2an ma beda ta3te ra2ma ðŸ¤·ðŸ»â€â™€ï¸,Negative,None
barke lezim nehdar charlie’s angels barke??? abel ma yenzal hayda? just sayin,Neutral,None
Barke ma habbaa,Negative,None
barke ma lahhe2 3abbe benzin abel ma rouh 3al cheghell,Negative,None
Bas ana feyte depression lyom?,Negative,None
bas at the same time bede erjaa nem la a3ref shu rah ysir bas I'm sCAREddd,Negative,None
bas chefet jesme bel maillot kenet rah ebke.,Negative,None
Bas chou khassa now?!,Neutral,None
Bas enno seriously ana ele yawmen betkhayyal keef l ahadees 3am tejre bayneton 3al whatsapp group tahdeedan Hariri: ya shabeb ba3ref badna nesro2 kellna badna nesro2 hayda mettef2een 3le kellna bas afarouna wled l haram halla2 shu badna na3mel,Negative,Sarcasm
Bas es2al lea chou sarit dersa. Bendam.,Negative,None
Bas Hada Yfahemne Chou Ya3ne El Wahad Mhammal Albo Aktar Men Ta2to?! Chou Bye2sod El Hakim?!,Neutral,Saying
Bas ma telkush shakhes ma ktir testaghreb ino battalo yehkuk.,Negative,None
bas ousal 3al beit rah ekela bahdale men ahle ela awwal ma ela ekher.. d3oule,Negative,None
Bass 2eltellak heik z3elet,Negative,None
Bass hayda ma ken GOMA 🤣,Neutral,None
Bass la ma3loumetik ma kenet 3am defi3 3al benet literally ma ba3refa bass kenet 3am 7awil wassilik fekrit enno el diaspora lezim ysedo ni3on iza 3andon shi y2oulo dod el thawra bass heik,Negative,None
BASS SAR YDE2 FIYA ZAKARNE BI THE LION KING BASS SIMBA FOUND HIS DAD W 3AM BEBKE EVEN MORE,Negative,None
Bassam bte7lam feyon lal politicians at night as a nightmare? :),Negative,Sarcasm
Batal yeji la 3ena yoma batal yeje wayno👌tol3ou tlou3 men beirut w ma 7ada tala3 3alena...@Elie_EOfficial #ElieEliaWorld #ElieEliaWorld,Negative,None
batne aam be nik halo ad ma jou3ane,Negative,Foul language
bayye ktir bottom b3ayit 3le biwate sawto,Neutral,Bullying
bayye ktir m3assab  ma bede choufo hl2,Negative,None
bdal hesse eno eende ktir dares w aam daye3 waete bas eno aanjad ma eende dares halead bas ma aam sade2,Negative,None
Bdal m7amas bde e3ml cha8elte bass e3mla bendam 🤦🏻‍♀️ chelta la da2ne 7esses 7ale a kid 3emro chi 15 years old🤓,Negative,None
Bdall 3etlen hamm ykoun fi shi man😔,Negative,None
Bdi a3mal retweet bs khayef,Negative,None
Bdi menaaaa la hayda ali feres :p,Neutral,None
Be maderset haytla fi ma3lme derba ebne 7ad 3ayno al kif ala ma bade nem w de2t lal moudira eltla chou sayir ma3o w ebne awal seneh bel maderse lmoudira altle mano 3ejbak tal3o men maderse w ana boukra mane be3tetou li bihemo li azhiza aminyeh w he ra2me 71955975,Negative,None
Be3te2ed heh ma khassa bl thawra fi meshkel b istirad l ma3addet l tebiye mn l sayfiye bss bddon yhamlona mas2olita anyway,Negative,None
Be3tezer men ka3eb sobbato la sleiman lakn,Negative,None
Be7terim 7oriytik eno ma te7terme ra2ye 🤧 Hayda byeje domon 7oriyit el ra2e,Neutral,None
bede ebke z3elet,Negative,None
Bede hayde l pizza li bel de3aye,Positive,None
Bede l golfieee,Neutral,None
Bede sewe ghada lyom w 3atlen ham ade 7a2en2arat mn supermarket mn mghala Yaret byerja3o bya3mlo dareebet whatsapp barke l3alam btjen back again,Negative,None
Before: yi ya aadra sa7a sa7a bjblak may Now: ya rabbe tnajina maak corona? *w bi oum bi ghyr mahalo*,Negative,None
Beirut circles serto de2inle 3 marat w 3 marat ma 3am red ma btefhamo ?,Negative,Sarcasm
Beirut le meshye? Beirut le 3alam 3eyshe 3ade ana le wsolt 3a my work be 20 minutes?,Neutral,None
Beirut wal3ane w ana neyem #rawa23alekher #rawa23alekher,Neutral,None
"Beit wared sakar wa 7ayefta7o ma7alo turkish restaurant ""mehmet"" metl nusret so prepare yourself lal jala2an ba3d km shahr🙃🙃",Negative,None
Bekhsous hayda li betnaymo bel siyara w betvhare7to aslannn kif elo 3en yehkeh live hahahaha w malek mnen bijiboun enno hol echya chakhsiyeh,Negative,None
Bel marra hayda,Negative,None
Benet jirana 3emra 16 lyom khetbeta lol . . . . Khayfeh t3anis ma fhemet chou sayir 3layoun lbanet,Negative,Sarcasm
Bes eje fakir bi moustaebale bkhaf,Negative,None
"Bes fiye a3rif chou asdon el 3alam bes y2ouloule ""chaklik ktir ALBA"" ?",Negative,None
Beshfa2 3al 3alam yalli bifakkro metlak 3njad tayefti aw gher tayefti ra2ye howy zeto!!!,Negative,None
Betchile shopping kaslik ? @RitaNakhoul1,Neutral,None
Betlaa aal dahye marra bl sene w b hal marra byetlaa sot ka2en enfijar w ahle ma aarfenin aradiye wen i swear i got a little heart attack,Negative,None
betsawar enne heble!! Chou badde a3mel????,Negative,None
Betzakar chou ken 7elo w abyad l fostan😂😂,Positive,None
Bhbak,Positive,None
Bhbk ❤️,Positive,None
Bheb ali ktir bye,Positive,None
bhebik ktir,Positive,None
Bhebik ktir haifa @HaifaWehbe merci la2anik radayte 3laye bmout gike,Positive,Courtesy words
Bhebkonnn ktir,Positive,None
Bhes hale ktir habile lama 2e2ra shi bel french w ma efham wala kelme.,Negative,None
bi bakke,Negative,None
bi balad l3ajeyeb bi lbnen 7akim jara7 sh5os ynzouf dam bl 3yedeh w ynzat 3la lrasif w ma 7ad bys2al l7akim leh 3mlet hek !!!!!! hayda lbnen,Negative,None
Bi chou belik lkel 3m yetzahar nzale tzahare ma3na,Negative,None
Bi dayfuk shi helo w eza elet lak deghre byes2alo “yiii 3amel regime?” Lek no.. I just don’t like what u r giving me,Negative,None
Bnj rima ana 3ende mared tawahod ma3am le2ilo mo2asase wma ma3e hoto bas ma hada 3m ydelne bade mo2asase beirut aw l b2a3 bkun mamnuntek,Negative,None
BombA👍😂😂👋,Positive,None
Bonjour @RimaNJEIM chou helo Eno hala2 Sar fineh esma3ik kel yom ma3 my new job 😄 btw min Ghanna El tertileh lyom ?,Positive,None
Bonjour 30 alef 95 w bala ma totala3 3a fkhade merci,Negative,None
Bonjour Abou Ron☺️ eza mettef2in 3al to2sim ktir mnih mabrouk loto laken. Ana bas bede te3ezmouneh bas tehteflo🤪,Positive,None
Bonjour ana ma2houra bye,Negative,None
bonjour wainkon ma hada byehkine z3elet ktit,Negative,None
Bonjour. 7ada 7as b lebnen?!,Neutral,None
Both adrab men baaed ktir 3am yzawduha bel 3unuf,Negative,None
Boukra btotla3 natijet lfhousat. Allah yestor,Negative,None
boukra el khamis,Neutral,Known fact
boukra hek rah ysir: esteze: Jinane ba3ref enno chtaghalte ktir bas… Ana: achat daghte tole3 el sekare sfarret metet bye,Negative,None
Boy : ana be7tirim ra2ey el mar2a w da2iman b7otto 2idem ra2ye Girl : habibe enta ktir mni7 Boy : skete wli ma 7adan talab ra2yik *slap her*,Negative,None
Brahmet sette ze3lene menik ktir hek Bye,Negative,None
brazil rah terbah barke,Neutral,Known fact
Break 3al khafif @Sawary Resort & Hotel-Batroun https://www.instagram.com/p/BqXQWklB6NV/?utm_source=ig_twitter_share&amp;igshid=1b218xryzz2fi,Neutral,None
bro alle i wanna nuke ur ass bas ma tkir fhemet....,Neutral,None
BRO AYRE BEL KHOF AYRE B IT,Negative,Foul language
Bro hayda la2at mass kahraba far2a3 bi nos din wejje 3am erjof rn,Negative,None
Bro i live in a 50*C country w ma bhayeta ra2bte htar2it w asharit bas jeet 3a beirut sar hek leh...,Negative,None
bro kif serna hon,Negative,None
Bro ktir z3elet aa buffon ayre bi zabre,Negative,None
bro l o*wet baadon mfakrin l thawra elon😩😩😩ndabbo kelkon yaane kelkon,Negative,None
Bro leh ma eltilo b8oo :(,Negative,Bullying
Bro ma3ash bede thawra bede ru7 3a concert the Maine,Negative,None
Bro yaret bas hek fazeez nattafle kel my jeans,Negative,None
bro z3elet,Negative,None
Broo 3am bebke L ajyel kermela la wara,Negative,None
Brother : chou fi chi 8alat Me : wjoudak b hayete ðŸ™„ðŸ¤¦ðŸ½â€â™‚ï¸,Neutral,Joke
Bs bde esma3 chou badak t2oul @MrAncelotti,Neutral,None
Bs i know heye ele khalas z3elet :(,Negative,None
Bsara7a cheyef amrad a5tar men Corona 😫,Negative,None
Bt fidne bt fidne😂😂,Positive,None
Bta3erfo chou ahla chi? Eno mom bs tou3a bteje bet sakkir beb l ouda w bta3moul hoover aw hayala chi,Negative,Sarcasm
Bta3rfo shou l helo bhayda l ta2es?,Positive,None
Btaaerfo adde l maths helo wa2ta tkouno aam tefhamo shu aam teketbo w hek?😻😻,Positive,None
BTESTEHAL! KTIR HELWE YA OMME.,Positive,None
Bthoto sharet hatta akhuna Gebran Bassil bs yesmaa Hela Hela sar ykafiya la wahdo? #Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡Ùˆ,Neutral,Joke
Btokhlas batyariyet l cellular w bokhlas ana w b kun ba3edne bel 3aj2a,Negative,None
Btw l goalkeeper ktir feshil ma byet7arrak 3nj afshal fari2,Negative,None
Bukra el lunch break b Sassine,Neutral,None
Bukra nezle Beirut w Ahle 3am b hasesune I'm going to war,Negative,None
Bye3ejboune hol li bya3emlo photoshoot w b dallon fel2ina fiya 3a sene w kel yom b nazlo soura mena,Negative,None
Bye3jboune hol bihoto soura 3l wts app.. Off aw offline aw studying w medre shu khaye bravo 3layn bs nayke eno bikouno on @EnnoWerr,Negative,Foul language
Bye3jebne Hayda yalle 7odir 50 Shades of Grey bass ma byo7dar Mia khalifa l2eno 7aram,Negative,Sarcasm
Byehkoune ashkel ktir gharibe 3al kik,Negative,None
byekhla2 men el chabah settin,Neutral,Saying
Caca w pipi,Negative,None
Can’t wait honestly bede jib vip ticket,Positive,None
Cellulaire 3am b sawfer,Negative,None
Cha3eb ghabe!!! Ba3ed ma 2refto!!! Ntoro 40 ans! Ma helo 1975 et 2014!! Cha3eb mastoul!!!,Negative,None
cha3re ma ba2 byehmol hemmem kel yom dakhil ajraykon,Negative,None
chabeb 3m y2oulo bado yen2ote3 el rez nzalo jibo ahla ma tdalkon bala rez,Negative,None
chabeb chi marra fakarto chou bi sir bas nmout? barke nzlna 3a jhannam,Negative,None
Chaklo 3eyich 3a gher kawkab hayda...,Negative,Bullying
chaklo bi khawweff walaw?!!!,Negative,None
Chaklo nabil sar chater bel Teswir 👍🏼👌🏻,Positive,None
Charlie Sheen ktir awe. Charlie Sheen ktiirr ktiir awe bi two and a half men,Positive,None
Chatrin tehko bl wirate bs ya sadi2e ra2is lhezeb bl kataeb byetsawat. Cheikh samy elo 25 sene bl kataeb w toli3 chwe chwe. Heyda hezeb t3azab ktir nhat bl freezer mnel 90 lal 2005 reji3 kamen nhat bl freezer la halla2. Eja jil jdid 3am yehke la masla7etna w ento jeyin t3etbo.,Negative,Sectarianism
Cheyef rah ymouttttttt,Negative,None
Cheyef..,Negative,Saying
Chftouuuuu  b dmou3 :'(,Negative,None
chi bi bakke el wade3,Negative,None
Chi bi khawif 🥺🥺 saro 5 now 🥺 Tab dr. Houwe hal virus iza l wahad nsab fi moumkin yso7? Eno iza nsab fi w 7as eno grippe 3ade w ma rah end l hakim moumkin yezmout? Aw eno khalas once balachet thes eno grippe bi mout l ensen deghre?,Negative,None
Chi bi khawwif,Negative,None
Chi bi khawwif saraha,Negative,None
chi bi za3el!!! :(,Negative,None
Chou ? Kif ?,Negative,None
Chou 3ada ma bada ?!,Neutral,None
Chou 3am bisir @FansLeaMakhoul1 😳😳😳,Negative,None
chou 3ambisir lsene mn awwala na7es alla ystor chi bi khawwef,Negative,None
Chou 7elo w2ta m7alelt l prgram siyese tb3 l otv kif btebkh3oun wahad wahad,Positive,None
Chou aam ysir bl hayet,Negative,None
Chou awal chi 3melti bas tla3te mn academy,Neutral,None
Chou awal mara hada byekhod selfie a girl to the waiter...lak oume kesssss,Negative,Foul language
Chou awe tevez,Positive,None
Chou awe the GoalKeeper,Positive,None
Chou ba3mil bi hayete(?),Negative,None
Chou bekrah hal groupet li bi fawtoune fya.,Negative,None
chou bekrah sobb pepsi,Negative,None
Chou bekrahu!,Negative,None
chou belbos la rouh 3al prom?,Neutral,None
Chou bheb bas ez3ouj l3alam. :),Positive,None
Chou bhebb 2esfou2 block and report span la yalli bya3melleh unfollow bhess ka anno rbe7et loto,Negative,None
Chou bi 7eso jame3it li bi sawroule anninet bira aw arguile story?,Negative,None
chou bi oulo la chakhess khoser ebno? :( #unfair #sadtruth #angel,Negative,None
Chou bo2tet de7ek eza bykhsaro l brazil 3a ardon bi awal game,Positive,None
Chou byederso 3arabe 3adatan ?,Neutral,None
Chou byestafizzoune yalle byeketbo Mark my words w screenshot this w heik,Negative,None
Chou El wade3 El ahad?,Neutral,None
chou enkon wled chramit,Negative,Foul language
Chou fi? Fi chi arib 3a Mike? Os7a,Negative,None
Chou ghalat bl vedio???,Neutral,None
Chou ha ya3touwoun l2iraniyeh ka hdiyeh ramziyehhh bel tabedoul ana b2oul sejedeh 3ajamiyeh,Neutral,None
Chou hal charmouta ivanovic,Negative,Foul language
Chou hal chi ?!!!!!! @hayda7akeh,Negative,None
Chou hal tchenchol yalli lebso Ramy Ayyach ? #Arab_Idol #Arab_Idol,Negative,None
Chou hatta khasseh 3a rasa,Negative,Bullying
Chou hayda chou mret hal wazir !,Negative,None
chou hayde ??!! hazze ardiye?? :S,Negative,None
Chou helo hal balad moukhayamet w sle7 w 3adeh :p,Negative,Sarcasm
Chou helwee allahh,Positive,None
Chou helwin:p,Positive,None
Chou kamm 3eres bel tankee?!!! :o,Negative,Saying
Chou kent ye2sen 7asseyt ennou reje3lak l2amal,Negative,None
Chou ketib ? la2an 3emele block 🤣,Neutral,None
Chou khass tozz bmarhaba?,Negative,Saying
Chou l3amal liom?,Neutral,None
Chou lal chaba3 el infijaret,Negative,None
Chou lawen ha nsefir hal sayfye(?),Neutral,None
Chou lezze hol li b rouho 3a mat3am w byotolbo ras batata mrchwe b 30 000 l.l. ?! Eno 3anjed,Negative,None
Chou ma3melt mech zabta 😂😂😂,Negative,None
Chou mahdoumeh😒,Negative,None
Chou na2sak?,Neutral,None
Chou ossit #mentos w tde3wos ejren w ri7it ni3o. Enno ma fi afkar de3ayet a7san? #mentos,Negative,None
Chou ossit l pirate kings ?,Neutral,None
chou ossit l taouk w rayya l hassan,Neutral,None
Chou ra2ykoun l Joker houwe yla3bkoun? HAHA3HAHA3HA3,Positive,None
Chou ra2ykoun na3moul lyom trend 3a se3a 8pm time lebanon abeil ma tbalich l interview ta nachit l hashtag ??? #LeaMakhoulOnAlhurra #LeaMakhoulOnAlhurra,Neutral,None
Chou rah yaamloulna bel labs? Kif rah etkharraj ana eza ma aam nekhedon?,Negative,None
chou rah ysir fina ba3d kam chaher??? :O,Negative,None
Chou sa2ile koun zeh2en ladaraje e23oud e7dar aflem masriye... Ouff 3anjad,Negative,None
chou sar la2youwa?,Neutral,None
chou sar maa halima tabaa jadeed bro khefet,Negative,None
Chou sarlak ? Habibi?,Negative,None
chou sarlo pere majdi :(,Negative,None
Chou wa3ene ana(?),Negative,None
chou wade3 l ghanam be jbeil?????,Negative,None
Chou ya helwinn,Positive,None
chou ya man,Neutral,None
Chou ya3ne AC? w kif byesta3mlou?,Neutral,Joke
Chou??? Ma fi bad things happening el layle??,Negative,None
chouuu???? kiff hekkk?,Negative,None
Chouuuu,Negative,None
CHOUUUU HDORETTT ANA HALA2!! #DarkSeason2 #DarkSeason2,Negative,None
chta2tellik ya sette :( ... baaref ente ma3na kel yom,Negative,None
Chtaet odhar w rouh w eje enooo 3ish😩,Negative,None
chu 3am ysir ma3a Ghadi hal marra 😳😳😳?,Negative,None
Chu eemlte bara? Njahte?,Neutral,None
Chu hal di3aye la beirut beer 3am fattich 3al refrain w 3a refrain y2echkun 2ach nchalla,Negative,None
Chu ossit marwan ley ana mch dryene bl khasse Someone explain pls😅,Neutral,None
Chy beyt3acho bel camp gher maling w noodles w hommos w smeds ?,Neutral,None
Clip clip ta3 dess chouf chou ne3im,Positive,Saying
corona woslet 3a lebneeennnn kif rah nkaffe???,Negative,None
Cousinte nezle mn ljnoub t tetzahar b beirut w3l2et hon w2al batal 3nda underwears Eltella i still have new boxers eza badik mesh lebison abel. I wont tag her 😂😂 #لبنان_ينتقض,Positive,Joke
Cuz mshit ktir bakir akid,Neutral,None
Da5il rabbak sho btefhaaaaaam 😍😍😍😍,Positive,None
dahre 3m youja3ne :( had bbya3ref chou fine a3mel exercises?,Negative,None
dakhilik ana natra el apocalypse la ekhlas men hmoume,Negative,Sarcasm
Dakhlak HezbAllah chou bte3tebera milichia aw chou?,Negative,Sectarianism
Dakhlik ente chou mahdoume😍,Positive,Courtesy words
Dall jemid chi noss se3a ya delle😂,Negative,None
Dapraset (zyede),Negative,None
Dapraset khalas,Negative,None
darabou lal kaleb w hala2 akhadou lal kaleb aand el vet :(,Negative,None
Dawa sekare 7a2o 65 alf ma adrin njibo sorna ..ma ba3rif la wen ray7in aktar men hek,Negative,None
Day3a w ana bi beirut ðŸ˜­,Negative,None
daye3,Negative,None
Dear Nawal Jamelek 😂 Ou Kelle Khara 😂 I Love Bs Yeje Hada Etsala Fe Metel Hal Masater Le Metlek 🐑,Negative,Foul language
Deghre iza ken shi3e sar mentisib lal hezeb? Waw shu badkon fat khebez ba3ed..,Negative,Sectarianism
Deyman bas lyom zyede la2an sarlna zamen and we need it,Neutral,None
Deyman l banet b kun bedon yelebso “chi top mahdoume” 3al sahra bas wala mara mna3ref aya top aw eza hata 3ena wehde mahdoume,Neutral,None
Dhachouwon b tizkon lal chupa chupss jelly ento w hal de3aye,Negative,Foul language
di3an kel lahza 3melet w dahhet kermlik... ms fi wafa bi hal hayet #girlfriendproblems,Negative,None
disappointed eno ktir 3ade,Negative,None
Dmou3 😭😭,Negative,None
Does anyone know eza tunnel li b wasel 3al mattar maftouh ?,Neutral,None
don't forget to pee before you go on a long road trip and enjoy your sunday ^^ *,Positive,None
donald trump? donald duck b zyede aa raebtak,Negative,Bullying
Dude 3am bet bi3 chenat safar mish bet chill,Negative,None
Dude aratet de7ek wa2ta fetet 3layyon like uhm the fuck?,Positive,None
E5te chou 5as lawena?,Negative,None
edmond habibe chou badak ana rah de22ak atle,Negative,None
eemlin hal2et influencers l thawra w ma aazamoune b sifate akbar nekatjiye bel thawra? aayb w shame,Negative,Sarcasm
EENDE NAZLE AA BEIRUT MN TIZ L DAWW,Negative,None
Eh akid w yaret byeje leano hon a2manlo w leane bkhaf aaleh bede yeh ykun b mahal emen,Negative,None
Eh bass 3atlen hamm hall 2ousbou3 2add ma sar fiyye last week 😅,Negative,None
Eh eh aham chi tetsawaro video lakk oumoo kesss,Negative,None
Eh fhemet bs z3elet l2ano ken lkel bl kel 3ana,Negative,None
Eh fi ktir hek,Neutral,None
Eh haha,Neutral,None
Eh laeno l darak 3ana ktir awedim,Negative,Sarcasm
Eh mazbut w yale 3m yet3aradulo l lbc ktir re3eb,Negative,None
Eh natrik chi awe ktir,Positive,None
Eh probably tlemiz l jem3a l lebnenie,Neutral,Sectarianism
Eh sah chou hayda 3aychin bil khof,Negative,None
Eh w ana kamen hon e3dee kteer sme3to awe w kteer nes 3am t2ol enno hon sar enfijar,Negative,None
eh w celine ktir cutie pie,Positive,None
Eh w heke chu 3amlin,Neutral,None
Eh Walla w Ana kmn wa2afoune mn lsho8ol La nshouf La wen b3dna ray7in bhl balad,Negative,None
Eh walla z3elet 😑😥,Negative,None
Eh wallah mazboit ... allah yesterna wen rayhin :/,Negative,None
Ehh ktir😂😂😂,Positive,None
Ehhh😭😭3melet depression aa 3 days bas ta fakker kif bade ehkiya w ma tbayyen chafa2a aw shi,Negative,None
Ehle ma b 5alloune nazzil l siyyara 3a beirut :(,Negative,Known fact
Eih el kalam 3an l ab7as dyy ana khayef 🥺🥺,Negative,None
eja faree2 kleb bekhawwef y3awwe aa madkhal l baranda haha ma motet khof la aade wlooo,Negative,Sarcasm
ejit my boss liom aletle oss cha3re al ktir heke ... saraha nza3ajet :/,Negative,Bullying
Ejjalta 😞 ahli ma ktir eblenin w baytna zghir w kelu maftu7 3a ba3ed so ma7a ykun elu space :(,Negative,None
ejre bel se3a,Negative,None
Ejre bil re3eb,Negative,Foul language
Ekhed risk fia el khabrie ktir,Negative,None
ekher marra sar heke kenet rah aamel ta7teeeee so la2 ma bchil,Negative,None
El 3alam btenjele2 bterja3 ma btaaref twa2ef,Negative,None
el dollar sar bel 4000 chabeb allah y3inna la wen waslin.. allah ykoun ma3na kel lahza,Negative,None
El fekra kheyef ma a3ref ahle 😂,Negative,None
el mechkle enno nahna 3arfin halna 3el2enin ben sinna w chi3a w mich rah ne2dar netla3 mennon ella bi ouwet allah. 3anjad chi bi za3el,Negative,None
el mechkle eno mich 3rfe chou a3mel.. Brke sefaret w ma l2it cheghel? Bi battel fine erja3,Negative,None
el msibe 3am yekol ktir atel w mech 3am yetraba😭,Negative,None
el nes kella mlabbake w feyte bba3da.. w ana wahde menon 3etlene ham w khayfe men kel chi,Negative,None
el sabeh li 3omro 12 seni tole3 azka w afham menak rouh nte7ir,Negative,None
el sahar byeksor el jesem 3a fekra be careful,Neutral,None
El ta2is ktir bipolar,Negative,None
el zaha2 bye2tol,Negative,None
Ele yawmen 3eyech 3al negro w 3asir ra7 8ib 3an l wa3e,Negative,None
Elissa style ya3ni howy w 3m yghanni hayda Hamed? Ya 7aram 3anjad!!!! #AllahYeshfi #Hayda7aki #AllahYeshfi #Hayda7aki,Negative,None
elle eza dapraset :(,Negative,None
Eloun tlet se3at ben Dubai w Marmaris w ma na2o ! Walla lebnen ahla be ktir :/,Negative,None
elta2es ro3eb.,Negative,None
Eltlkon one like leh saro tlete badkon yene dal hon 3am bebke😭,Negative,None
Emme bedda tfajjer l bmw wel golf la2ano elman...khedelkon ba2a,Negative,None
En emo bas d3ofet sar bedak tehke ma3e ? #basyabahle #basyabahle,Negative,None
ennn yaaa walla sorryyyg zalamtak,Negative,None
Enno baddak ba3d 10 snin tenye!!!!??? Latgibo lkahraba??? Ya chabih lbani admin l3alam kello 3am bi2oul 3endkon hader belkahraba. Fachart ya harami wya 🐇🐇🐇🐇🐇,Negative,None
Enno its Arab idol chou jeb we7de men El yaban #pt #pt,Negative,None
Enno kif 😍😍😍😍😍 #theloveofmylife #GeneralMichelAoun #theloveofmylife #GeneralMichelAoun,Positive,None
Enno w eza sekin bi badaro lol jarna 3arid che2to lal ajar bi 2000 $3am yehlam hayda akidddddd arit tafyehhhh min ha yesta2jir beit bi 2000,Negative,None
Enno z3elet,Negative,None
Eno 3a chwei rah oum edros,Neutral,Sarcasm
Eno eh t5eyale fi tnen edemik 3am yeklo jebne ma3 nutella w mustard 🤦🏻‍♂️🤢,Negative,None
Eno l nhar li arar fi my crush yehkine nruh 3al baher hek b kun l ta2es??,Negative,None
Eno le wazir al 3amal mabya3mil metel wazir al tarbeye !!?? Badna n3atil na7na kamen :( #storm #beirut #storm #beirut,Negative,None
Eno shou nkeye l ossa? L3ama ktir hal2ad,Negative,None
Enta ktir ahbal  tayyeb,Negative,Foul language
Enta ktir beyekh @HusseinBallout1 .,Negative,Bullying
Enta ma chefto kif nbala3 bas chef l nes 3am bet res 3lei. He was like « elta 3an soukhriye hehe » mmm no you didn’t,Negative,None
Enta mech abedne jadd La2 abdik cash (You can kill me),Neutral,None
enta 🐑🐑🐑,Negative,None
ENTE KTIR BESHAA,Negative,None
Ente ktir hmara #MissLebanon #MissLebanon,Negative,Foul language
Ente shofi sho 3amel comment ta7et bta3erfe leh kateb hekðŸ˜‚,Neutral,None
Enteh ktir helweh,Positive,None
Er be qatar chou nossabin,Negative,Foul language
Er fike shu sheyfe halik — Tab z3elet bkit :( https://curiouscat.me/SerenaaKhalill/post/790755145?t=1550429999,Negative,Foul language
Exactly bas ma habet es2al eza howe taffa min walla3?,Negative,None
exactly i’m genuinely concerned kif bi aamel/rah yaamel wledo... SHOU YAANE MA MEN MOUT MEN ELLIT L AKEL W ER,Negative,None
Exactly khayfin mn el. Sawra mn el awal minimum terja3 el sawra el ness ra7 tekol ba3da 3a hal wade3 walla 3eychin 3ichet kleb,Negative,None
Exactly! Akh hal jeel kif HAHAHAHAH,Positive,None
Exactly!!!! Wa ella msibe! W ana bitwa2a3 next week ndawbil 3adad el isabet min wara hal mawdou3! Nchalla koun gholtane!!!,Negative,None
Exactly.. Ana 5efet yestelmuni 3a hal shi lol,Negative,None
Eyem erfene nafse w Arart lyoum ma ro7,Negative,None
eza 15 seconds 3emlo hal hit kello chou 7a ya3mol l series ??? ... @NadineElRassi @PhilippeAsmar @NadineJaber,Positive,None
Eza 8enneyet l musalsal la marwan khoury 3refo enu l musalsal helo.,Positive,None
eza bede rakiz aa haydek lshi ha ysir mae trauma so khallet my attention aa asabi3o😰😰😰,Negative,None
Eza bteje lal mazbut lshi3a b7a2 ba3ed msh mne7.. 3a rase ya 7ajjj 😁😁,Neutral,None
Eza btekhde soura w mkhabeye wejjek bi telephonek w hada allek pretty 3am yedahak 3alayke...,Negative,Sarcasm
Eza byokhsaro lyom ma ba3rif chou ba3moul,Negative,None
Eza hada shef siyarte chevrolet trax sawda madroube mn bouza w tiza plz ybaleghne msh aam le2iya mahal ma kent safefa. shakla sarit b obros. Yaret torna sawa my baby Simona.👀😂,Negative,Joke
eza kel hada b keb l ha2 aal tene ktir twafa2na b hal balad,Negative,None
Eza metet mn l sa23a tzakaro ene bhebkon,Negative,Joke
Eza seken b jounieh sar 3endak isharet ser ben l matbakh wel hemmem. Hayda gher l round abouts,Neutral,Joke
Fadahtoune shou bade a3mol b hale,Negative,None
Fahachet,Negative,None
fahhachet men ba3d fahes el math!! what the hell chou ya3ne cosinus w sinusss,Negative,None
Fakhreddine marra men houna #chkif @Kal3it Chkif https://www.instagram.com/p/BuRIJccgnPDvXBTooemc7PPqJGhIaFyFxQiBDk0/?utm_source=ig_twitter_share&amp;igshid=15kmk2mdxy9wt #chkif,Neutral,None
Fasharet 3a ra2btak w ra2bit m3almak w ra2bit li khalafouk,Negative,None
fasroule bas l aalam l bet najjis aal reporters chou wad3a khaye ma he’s doing his job eza sawaro bet ne2o eza ma sawaro bet ne2o chou badkon,Negative,None
Fesh aryab men hek😻😿,Positive,None
fetet fiye siyara ana w rej3a 3a beit men beirut.. achat albe bas hasset bel darbe,Negative,None
feya bs hek shi helo w feya kter shi besh3 ðŸ¤£ w tanye ma btnsama3 abadan,Neutral,Bullying
feyte bi depression ma btefham,Negative,None
fhemna eno elsy el achkar rebheta lal siyara walla,Negative,None
Fi 2was bl cola???,Negative,None
fi 7ada 3am yesta3mele sourte 3a shi esmo badoo.. bas mesh hayda yalle za3jne ma2hour la2en 7atit 3omre 29! ya sormeye l7e2t w 3am tkazib n2ebir kazzib b damir. shou wen 3ayshin ne7na b wadi l zi2ab!!!,Negative,None
Fi aswa2 ba3d. Wa2t ysir l inhiyar l shemil 7a nssir kelna mekol men l zbele,Negative,None
Fi benet hatta status bezzeh wawa enno chou mafroud ella ? Salemet bezzik?,Negative,None
fi deal bel da2✋🏻,Neutral,None
