tweet,sentiment,highlight
Ok ktir ma ele jlede nemchou el 3amal? ,Negative,None
@AmmarFadlallah @HadyDoughman 3ayb 3lek ya sayid..zolom hayda biseer :P,Negative,Sarcasm
feyte bi depression ma btefham,Negative,None
@dominicabuhanna hahaha min allak bade mout :p ma ykoun l akel msammam 😒 wlak sa77a w hana 3a2albak :*,Positive,Joke
Lama es7aaa men nawmmm Nadafe kel yawmmm Ma bensiya chou ma sar ,Positive,Saying
at least menkhare helo ,Positive,None
3an jadd chou alabte 90 daraje ,Negative,Saying
@funzip hahaha wlak ehhh hek bade yek,Positive,None
Ana bente7er ,Negative,None
@stephy_saliba ktr helo heyda l lon habet :) ,Positive,None
@Mostaphaki @lollanasser2 @ellananoss @rama_ajram @tayemooriya Salmmtek Lama ,Positive,None
ekher marra sar heke kenet rah aamel ta7teeeee so la2 ma bchil,Negative,None
Me: *jumps off the chair* Woah shou hayda? dabbour? Cousin: wlk lah. hayda sarsour. bi tir. mn 3ashiye. Me: *drives back to Beirut* ,Negative,Joke
Sa2ta men awal yom.. Helo ,Negative,Sarcasm
@RounyCh maaaan  ktir 7elwe 😍😵😫,Positive,None
Walla ana chakhsiyan ktir fakhoura bi baladiyit beyrouth! Maddidoula!,Positive,None
Man2oushe jebne be 100000LL #HelloHyperinflation #HelloHyperinflation,Negative,Sarcasm
Ktir zaha2,Negative,Known fact
@CarlZ_15 hahahahahh (Y) eh bas l helo eno akid lah yet2akharo la yotla3o les notes  coe dhabitude ! ;p ,Positive,None
@fakihn @AbouJaoudehTony eh walla la nedhak w nesma3 l sot l helo wl ebde3 can't wait for tmw ,Positive,None
A7la chi wa2ta ytalet telephone.... Chou mnonbosit :p ,Negative,Sarcasm
@NayaAlemBatchir sabahik 3asal ya habibtii nshala nharik ykoun helo ya ekhti l ghalyaaa mwahhh :* ,Positive,None
ktir be3tal hamm okhbos hada ana w sey2a 3al autostrade,Negative,None
Ya hala bel 7abayeb... #Tfaddalo! #morning #coffee in the #village. #LebaneseCoffee @Lebanon https://www.instagram.com/p/BqY0LgNhqZB/?utm_source=ig_twitter_share&amp;igshid=1oz9c58n0ncpl #Tfaddalo #morning #coffee #village #LebaneseCoffee,Positive,None
Ba3ed fi sette ma 3emlet make up tutorial,Negative,Sarcasm
@AliKaraki91 no hl2 b2ulo b7bik metel el mar7aba l7ob sar bayekh ktir,Negative,None
@mhamadallouch @Paulastih @Zeytoona 😘😘😘 aloushii 3yunak el helwen beshufu kel she helo 😉 ,Positive,None
@rawan_saade hahaha monsieur ma5ta w monsieur hari2 @Charbelmkrzl ,Positive,Joke
@kobebryant RIP aanjad ma aam sadde2 #kobeandgianna,Negative,None
@GODjr_beirut meen al eno aslan 3am dawer 3a hadan mn h! jenes adam?!,Negative,None
@Cybele_reaidy @ChaficAtallah ma fi ra7a,Negative,None
@KarlaBoutros helo ktr ma 3m b2dar ma e7daro :) ,Positive,None
#growingupwithjoebesidemeinclass Me: khalas khallina nru2 hay l seea Joe: shu ra2yik n7ottollo ebre aal kerse lal estez w yeje ye23ud aalayaaa ??? Me: yaa ktir innnn @JoeSawma2 #growingupwithjoebesidemeinclass,Positive,Joke
@beainio Wlak yeslam timmak 3ala hal 7akki...ktir saar fi bala sharaf!!!! ,Negative,Foul language
Shu hayda il AUB ma fi nafas jowwa :P l3amma hrabet :P ,Negative,None
lil asaf mich rah netghyar bi souhoule,Negative,None
🤣🤣🤣🤣 ktir byechbaho ba3d ka2anon tom ,Positive,None
@MarcRashed4 enta ktir sa2il,Negative,Bullying
Soukleen kenit 3am tekhid milliard zyede chu 3am thke milliard bta3ml ktir. Tol3it lriha msh mn wara soukleen bs mn wara wen 3am bi kebo lzbelee bs em lcha3eb eno 3am bi mouto mnel riha bl costa brava w bl ne3me ,Negative,None
Ma atyabo ❤️ ,Positive,None
Barke la2an ma beda ta3te ra2ma ðŸ¤·ðŸ»â€â™€ï¸ ,Negative,None
ma tezaalo bas hada ghayre mesh eder yesmaa sot ariana ba2a? besmaa sawta aktar men sot emme w emme ktir bet ne2 ,Negative,Sarcasm
saraha kel hayetna rah tetghayar men wara el corona chi ma bi tammenn :/,Negative,None
Hahahahaha eh yalla ,Positive,None
Bonjour 30 alef 95 w bala ma totala3 3a fkhade merci,Negative,None
Bnj rima ana 3ende mared tawahod ma3am le2ilo mo2asase wma ma3e hoto bas ma hada 3m ydelne bade mo2asase beirut aw l b2a3 bkun mamnuntek ,Negative,None
"Aw enn l ahla men hek hay li btelbesle crop top b noss din l sa23a w l talej w bte23ad tne2 ""Msa23aaa"" ""Ya alla ktir sa23aa"" N2ebre lbese. ",Negative,None
tlo3et bel booster mnih ma 3melet sakte albie,Negative,None
Helo l hobb bess mch helo l habal ,Negative,Sarcasm
@RitaKaddoum94 Hahahahahahaha ahhhhh😂 w beirut ma3 l wa2et betsere ta3rfeya ktir bas baddik yraw2owa ,Positive,None
el nes kella mlabbake w feyte bba3da.. w ana wahde menon 3etlene ham w khayfe men kel chi,Negative,None
@saraabik ra23a Sara temsilik ktr helo kl yom 3m hebik aktar 5asatan dawrk bi ittiham :) ,Positive,None
fahhachet men ba3d fahes el math!! what the hell chou ya3ne cosinus w sinusss,Negative,None
Chtaet odhar w rouh w eje enooo 3ish😩,Negative,None
@LamaGhaddar05 ma ktir tsad2e jaridet. Lakhbar,Negative,None
@najwakaram ya 7abibet albe ente... natrin nehna 3a nar el song yey chou m7ammaseeee b7ebbikkk,Positive,None
@Kami2kira hayda shi beshaheeeee ? :s,Negative,None
@KristySamarani awww helo hek niyelikk hahahahah erbit tokhlas l skl erbit ,Positive,None
@kamilKfoury yeah yom ktir helo bukra :p ,Negative,Sarcasm
@Patricia_Hachem Chu helo lebnen huwe w abyad byftah l nafes w bnasina masheklo ,Positive,None
@KamelTabbara 7elo ktir b koun l group kelna mnel3ab 7elo,Positive,None
"@Cybele_reaidy bi kouno msh aryin shi mnel enjil gher verse wehde w bi hotoua ""favorite verse"" shou fahamik..",Negative,None
@halafeghaly ana kamen akhadet off hehehe now bel beit heheh chou lplan la lyom ?,Positive,None
@ramonak23 @MarwaElMarouk ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜°ðŸ˜°chou hayda ya 3ayb el choum,Negative,None
@paulzakher1 ya bayiii ktir cute 😍,Positive,None
@Ritarouhana helo ktir. Eza badkoun tejo kelkoun ouloula la nawal tjebelna van akbar :P. Ba3doun 3am bi rouho bel van li bi se3 nos wahad? ,Negative,Sarcasm
The two goals ma keno goals so ma tombosto ktir❤️.,Negative,None
Chou awe the GoalKeeper,Positive,None
ya alla hal shab sawto ktir 7elo metlo ,Positive,None
yaaaaaqa wli kif zekra ,Positive,None
@mazenmoadam mazenn natrinakk b 3amal helo metel ekhtarab l7ay kna nteb3o 3atoull kter heloo ,Positive,None
Chou hatta khasseh 3a rasa,Negative,Bullying
#ConfessionNight chaareh chi ktir astaze #ConfessionNight,Positive,None
@fouadkhreis shaklon ktir cute,Positive,None
W khazza2nehon 3ala ardon 😌 Akh shu helo l INTISAAAR ❤️ ,Positive,None
LEBANON ♥ ma fi metel beirut!! ,Positive,None
hlemet eno kenet 3am bou2a3 men el chebbek,Negative,None
@ayoubiemma looooool ktir helo bas enteh ahlaaa yo2broneh modelik chou helweh ,Positive,None
Hahahahahahahahahahahahahahahahahaha ktir awiyye ,Positive,None
Bassam bte7lam feyon lal syesye bel leil as a nightmare? :) ,Negative,Sarcasm
kif fine edros ,Negative,None
ma betzakkar chi helo men toufoulte,Negative,None
hayda eli byefhamo fi lal asaf! ,Negative,None
Hek faj2a twitter bi arrir ma ya3mel tweet lal soura li beddeh nazzela shu haydaaa :( #ElissaEditorInChiefJamaloukiMag #ElissaEditorInChiefJamaloukiMag,Negative,None
@JenniferHilaly b3atiile soura 😁❤️,Positive,None
Chou awe tevez,Positive,None
@adelkaram9 man enta ktir talentedddd ^_^ Bravo to the team (y) @fakihn @TareckKaram ! L episode bt3a2iid :D @hayda7akeh #hayda7akeh #hayda7akeh,Positive,None
@SandroMsaed @najwakaram @alimouinjaber @ArabsGotTalent rah ywa2e3a 3a chway chou el ossaaaaa,Negative,None
@salibareema sarit men hol lclass li ma behko ma3 nesss mich ktir famous,Negative,None
Leh l2aswat helwe ktir llayle?,Positive,None
Merci 😍 la nchuf bass chou 7a yseer hall kam yom 😂 ,Positive,None
ahla wehddeee waw 3anjad BombA👍😂😂👋 ,Positive,None
Ayre ktir z3elet eno hek alle,Negative,Foul language
ANA KTIR MABSOUTA HALLA2 ,Positive,None
4.15 - 7.20 Home sweet home.. #TrafficJam Bi 2oulo tjanabo lebnen lech fi a7la men lebnen? #TrafficJam,Negative,Sarcasm
lezem emme tomdile fahess el svt w jeybe 7/20 :/,Negative,None
Ana mbere7 khalaset Stranger Things Kteer awe 😍 ,Positive,None
@samrajoanna @joseph_rehayem pff shou hayda ma tlo3na bi natije mou2ni3a :p,Negative,Joke
@yarakreidi man men chway kenet 3melet accident ba3dne la halla2 3m berjof,Negative,None
ma tenso tfouto 3al hemmem abel ma trouho long road trip w nchallah btetsallo on sunday ^^ *,Positive,None
Btw l goalkeeper ktir feshil ma byet7arrak 3nj afshal fari2,Negative,None
Man Salem Zahran man ktir bhebak ,Positive,None
@sallyhijazi hayda no3 helo metlik,Positive,None
Ya alla chou helwe rihit l iFoss bl chatwiye 😍 ,Positive,None
ktir 7elo dress @elissakh #BIAF2014 #BIAF2014,Positive,None
Pao ktir bhebbik ❤️ ,Positive,None
@hazoon2014 chou beneh ???,Negative,None
dakhilik ana natra el apocalypse la ekhlas men hmoume ,Negative,Sarcasm
Wel3aani with ma3 3aylet #Alama  🔥😍 #ElliBaana @raghebalama @jihanalame @khaledralama @louaialama @Beirut Lebanon https://www.instagram.com/p/BqXCFeWHsRV/?utm_source=ig_twitter_share&amp;igshid=n100s7gsfqns #Alama #ElliBaana,Positive,None
@JosephNehme1995 kl soura ajmal mn l tene ,Positive,None
@nadinezeidane @HalaElite1 hahahahahhaha lol tab tante hala ktir bhebba w mahdoumeh w aribeh lal aleb w tayoube w helweh w ana maghroum fiya,Positive,None
allah lech hek khala2ne? :( :(,Negative,None
-malla a7lam ya zalame -eh man sa2ile ktir - lah ya zake mbere7 shefet kaza 7elem b maneme khefet ktir.,Positive,Joke
@tamareldahr @BobBakour el cnxn ktir bati2a badde shi 4 snin la ohdaro kello,Negative,Sarcasm
chi bi bakke el wade3,Negative,None
Ya deli 3alikon be hal sa23a allah y2wikon ,Negative,None
Ma hada bi hemmo ,Negative,None
nchallah yemche el hal.. 3m salle la ma ysir chi yefkos el khabrie kella,Negative,None
Kelshi b wa2to helo ✌ ,Positive,Saying
Bt fidne bt fidne😂😂 ,Positive,None
@D_AJ_ ye3neh ntartineh la odhar min beirut la tinzaleh 3al hamra??? ;( ,Negative,None
Saba7 l5er wlsalem beirut ,Positive,None
@chefrinz allah y5alikon la ba3es w ydim el wefe2 :) ma tel3abilon ktir bi 3a2leton lal sabaya bokra men battel nle2i sabiyi netjawaza :p ,Positive,None
@ItsMariaCosta @CauseWereGuys el nekte tahet el soura😂😂,Positive,None
Good luck Saly Greig.. haz helo metel 3atoul ya lebnen #misslebanon #MissWorld2014 #misslebanon #MissWorld2014,Positive,None
Bonjour @RimaNJEIM chou helo Eno hala2 Sar fineh esma3ik kel yom ma3 my new job 😄 btw min Ghanna El tertileh lyom ?,Positive,None
Kazem el saher ahla w ahdam w aklas 3alam #MBCTheVoice #MBCTheVoice,Positive,None
@vanessabyounes @adelkaram9 chou halll hadeyaaa li ha2oun 20 000 ll majaleh 5000 ll w cd 1000 ll w 3elbet barazi2 16 000ll la2 bas mkalaf,Negative,Sarcasm
Hayda ensen marid ,Negative,None
HA ! Tiz baydte rebhet,Positive,None
Betzakar chou ken 7elo w abyad l fostan😂😂 ,Positive,None
@HichamHaddad57 HAHAHAHAHAHA awyye ktir hay!,Positive,None
Chou helo hal balad moukhayamet w sle7 w 3adeh :p ,Negative,Sarcasm
@AliJMansour @HaifaWehbe trikou y3aweh la 7alo ana ma 7a 2ora chu 2al hayda lwateh ra7it 3lei ra7 ymout min ghirto mn naje7at haifa !,Negative,None
@najwakaram chta2nelek ktir,Positive,None
@NinarElkak chou beke Neuer. Mouhejim,Negative,Bullying
WLE SHOU HAYDA WLE YNWA YNWAYNWAYNWA YA3NE MA BYETRABBO WLED EL HARAM KHALS,Negative,None
Ta3a la hebak chweh ktir 😌,Positive,None
ma 3nde wala soura zabta ma3 ekhte..,Negative,None
liom bel madrasse 3 achkhass aloule enne nas7a w lezem enteher,Negative,Bullying
ktir mehtar iza bhot aw la2 aashan men zaman bade jeeb Dzeko shirt ,Negative,None
Oh my God chou awe hal zalame 😂😂😂😂😍😍😍 ,Positive,None
Ma assart ma mbayne aslan chou hiye ,Negative,None
@TarekTamo HAHAHAHAHAHAHA hamdellah ana w khaye mnetefe2 bel football:p bas mara 3al goal nfa3alna ktir so dad fakar khaye kasar shi🌝,Positive,None
@zeinabkassab ktir sexy ente,Positive,None
Ya alla chou helwe rihit l iFoss bl chatwiye 😍 ,Positive,None
@joem8394 @SecretStory_TF1 hahHa ktir helo :p nyeloun :p ,Positive,None
Da5il rabbak sho btefhaaaaaam 😍😍😍😍 ,Positive,None
W eerr shou helo hal matchh😍😍😍😍 ,Positive,Foul language
@HajjJessica lalalala maf3oul l te2dim hayda lalalalalala ana? Lalalala n3adet menik xp lalalalala ,Positive,None
@perla_noun yhh :( bass helo el mawdou3 ,Negative,None
@koukimak eh niyelikk ana soret bel akel part 😂😂,Positive,None
Chu hal di3aye la beirut beer 3am fattich 3al refrain w 3a refrain y2echkun 2ach nchalla ,Negative,None
Tkheyalo yjibo wazir trbiya super byfham w ychlna ltarikh kello mn lprogramme ADEY WAW?!😍😍 BASS TKHEYALOOO ,Positive,None
chou rah ysir fina ba3d kam chaher??? :O,Negative,None
Eza 8enneyet l musalsal la marwan khoury 3refo enu l musalsal helo. ,Positive,None
@MahdoumeAna hahaha keno kellon 5ateyra keno 3m y2oulo chou m2a3edon ma3na hole:P,Positive,None
corona woslet 3a lebneeennnn kif rah nkaffe???,Negative,None
chta2tellik ya sette :( ... baaref ente ma3na kel yom,Negative,None
Ughhh teb. ,Negative,None
@Charbelonsky @JuniiiR eza tom ford tole3 ma3ak hek c grave :p,Negative,Sarcasm
@Joud hahahahhahahahahahahaah .. ehhhh sushiii a7san shi bl 7ayet la ma3loumetak :p w 7a tshoufa ktir :p ,Positive,None
Shi ahla min el helo ,Positive,None
saraha mahada bieb2a bi hayete khlas ma bede jareb ba2a,Negative,None
tale3le habbe 3a sandihte w ele chaher 3m ba3mel daily routine,Negative,None
Ya allah ayshek queen ,Positive,None
"emme bet 3ayyetlna ""beit bou sambousik"" ",Positive,None
i loveyou hbibt albi w ruhi anti ❤️ @kawtharhadaya ,Positive,None
Ktir helo lon l eclador taba3ke ,Positive,None
haram ktir zghire kenett,Negative,None
Ktir habile ente ,Negative,Bullying
guys.. confession.. taraket sahebte mberha,Negative,None
3am tehke 3anak ya bro ðŸ˜‚ðŸ˜‚ @Gebran_Bassil ,Negative,Bullying
@NaylaNicolas 3anjad.. Hayda she ilwa7ed le ma 3am ba3ref 7ebo ðŸ™ˆ bonjourek have a nice day ðŸ˜˜,Negative,None
twaffet jaretna men se3ten,Negative,None
@Myriam_Khalil exactly. Yemken shi soura mn asel 10 ele la ya3rfo ysawroune.,Negative,Joke
@xnxxporn2002 waw ktir helo ,Positive,None
@StaracArabia lech w chou sabab ma3am thetou gheniyet mabtes2alch 3alaye li ghanetha kenza ????la2an mbayna ghada rah yaf2a3 2alba men lghir,Negative,Bullying
@RonnyHajj ktir bhebak ana teb ✅,Positive,None
@TonyKhalifeh hayda libnen l 7ilo ,Positive,None
@StaracArabia 2ahdam chi lea welie 2ekhdine dor jader yeaner ktir majdoumine,Positive,None
@AbouNajemElie ltagha l machrou3 w chakle metlak 7a nem ;) w chakle 7a esba2ak loll ,Negative,None
@SarahKaddoura @elissakh @merhebmandy me too helo shi nafas argele honeek 😍 ,Positive,None
kir z3elet mennik,Negative,None
@NancyAjram @Fadi1Haddad waw amaising ktr helo habeyto ktr :),Positive,None
Agml kol sana w anta tib ya alby w yarb tkon sana s3eda 3lek yarb w th'2 kol alnfsk feh 💕💕💕 ,Positive,None
@TarekTamo eh eh ahla sahraaa,Positive,None
mich eder ontor ba2a bede jib vip ticket ,Positive,None
Ohhh lalala chu hayda kino lizim ybusukon lol ,Positive,Sarcasm
Aywa arze Chou Hayda ,Positive,None
Ma2oule ba3dna bala houkoume 3an jad chou ktir so3be,Negative,None
@VaniaAoun bas ana mabsouta fiyoun hatta hashtag fashion paris w stylish w medreh chou lol,Positive,None
Wlik chou hal hadame ya nadineeeeeee @nadinennjeim,Positive,None
@Mohamad_kaiss and Finally Lah Nshufakkk Bukra Btsade2 Ktir Mabsuta w Heik Hasesta Hal2a Ha T3awed l far2 Kelu w Tkaser L dene 😍 best Prog ,Positive,None
Ahla birthday girl f eldonia kolha💖💖💖💖🥳 ,Positive,None
3am chuf m3alem l shawarma b mar mikhael aktar ma 3am chuf baye ,Negative,Joke
Lareine enteh ahla guitarist bel balad kaffeh da2 ktir helo da2ik really ,Positive,None
@ola_krayem ana kenet 9 bas la2anu fi faute d'orthographe ktir shelet 1,Negative,None
Ktir zaha2 wlo,Negative,None
Nobody said enu henee mush gheltaneeen ana akidd akidd doodd hyda shi bas kamen huwe maken lezm ydal we2eff w yba3edd w kholsit ,Negative,None
Hayde me3de ha? Hayda kiss nailon!,Negative,Sarcasm
@OSalem96 Bro shu 3m tebke.. beirut ma3a esshel,Negative,None
@gracichamieh6 @paolakassar @noelabichedid ana ze3len menkon kelkon,Negative,None
chouuu???? kiff hekkk?,Negative,None
@Lak3ade: Mazel 7adertik be hal moustawa w hal ahammiyye.. Leh mch sem3in 3annik babe ? #MTVLEBANON #mtv #MTVLEBANON #mtv,Negative,None
Ma ele jlede ,Negative,None
@MiledEl_Hayek ouff man mabrouk  chou mfakkar techtere fiyoun 😂 ,Positive,None
hada metle ma byonboset bas ychouf ref2at elk madrase?,Negative,None
Hahahahahahahaha ktir 3abeleeeeee ,Positive,None
La2 ma fik tkun hal2ad betkhaze2 bel badle,Positive,None
Ana lezim arrir b asra3 wa2et chou bade etkhasas aw jem3a. Bass la chouu ,Negative,Sarcasm
Bro i live in a 50*C country w ma bhayeta ra2bte htar2it w asharit bas jeet 3a beirut sar hek leh... ,Negative,None
Eloun tlet se3at ben Dubai w Marmaris w ma na2o ! Walla lebnen ahla be ktir :/,Negative,None
#LeaMAkhoul lea makhoul min mabihebik min yekhrb bayton chou mjenin #LeaMAkhoul,Positive,None
â€œ@Vince_Gebran: Halla2 ma3 kil event lÃ©zÃ©m yÃ©n3amal ma tÃ©nso t7otto sa2Ã©f #Anti #Swari5. Just for safety.â€ Loool #Anti #Swari5,Negative,Joke
#haz_mafi hayda li ahlou me7tarin ydakhlou lau aw aub tab ma leeeeeeh ???? #haz_mafi,Negative,None
@OlaKaram @sarahstarac mn waleaaa chou 3na #Lea_kenza_best_sisters #Lea_kenza_best_sisters,Positive,None
bayye ktir m3assab  ma bede choufo hl2,Negative,None
ikr HAHAHAHA ken lezim nazil soura ,Positive,None
Yaaa hahahahahahaha w er shu hayda ðŸ˜‚,Positive,Foul language
mane edra ethammal za3al w aher aktar men hek,Negative,None
@MariaaYasminee @MhdDankar @marwan_fd @CarmenChammas No marwan bi7ebna 😌 ,Positive,None
tab 3anjad haLa2 ma hassin wade3 l balad zbele w rayheen aa mahal ktir majhool cause kellu ale3ib? ,Negative,None
@gaellechidiacc ktir😂😭 ,Positive,None
#LeaMakhoul ليامخول wlek bjen 3layki wfiki bmout hayk mne3cha2 bi beirut #LeaMakhoul,Positive,None
meto kel el pupies :(,Negative,None
Hahahaha nazel 3laye el nashat el youm  doing sport 3a akher hal lel 😂😂 come join 😂 ,Positive,None
Wtf chou khas erdogan bl mouzaharaðŸ˜³ ,Negative,Foul language
w3it m2akhra ktirr..,Negative,None
Chou khass tozz bmarhaba? ,Negative,Saying
@TheBeardedPirlo ya 3ame eh w ktir helwe :p bass eno bi2ela b3atiyon taxi bt2ello hal2 beb3aton wtsp? Ymashoona ,Negative,None
Bhbak ,Positive,None
Lyom B2akkid Eno Reports @AkikiJoyce Ktir Moumayyazin !! Dakhlik 3ande Sou2al Zghir: Btetzakkare Chou Awwal Report 3melti Bel MTV?,Positive,None
ohhhhhhh . awiyye ktir hayde 😁😁😁😁 ,Positive,None
yummy akalet akel 3arabeh w shrebet ahweh😂👌👌3 weeks bala hal shi,Positive,None
Msh masmouh ade fi sa23a,Negative,None
Pao ktir bhebbik ❤️ ,Positive,None
Shu b7bk ya #beirut #beirut,Positive,None
@Elioh95 hayda l jant ana m2akad. Jareb dallak tedahak w tkoun mabsout ad ma fik. Fik tsoh 10% asra3 eza kent mabsout mahal ze3len,Positive,None
“@alainabouarra: Kholsit kholsit ossetna kanet ossa helwi ktir byebye byebye byebye ya helwin HEKME 💚💚”,Positive,Sarcasm
ana ktir bech3a,Negative,None
@lylymaalouf madame ma t2aderbo ktir bedna nkhaless bakir :p,Negative,Joke
@TerrAyoun @Gebran_Bassil lesh n7na badna nsta2bel wnt7amal 3ala 7sebna aktar men ta2tna wbel e5er ele awaynhon byt3anona bdahrna ,Negative,Saying
@elissakh awal ma fe2t staf2adet 7ali 🙊😂 Adore you 😌♥️♥️♥️ ,Positive,None
"@Yasmeen_Sidani: @LebaneseSchools: 3am fakir efta7 l shanta - a lebanese student's thoughts"" Hayda eza le2ayta lal shanta"" Hahahhhahahhah",Positive,Joke
"@Jane_deeb: @ayakhoury: “@Jane_deeb: Greatt day” eh great""hahaha eno gher el akel c etait bien :"")""Hahahaha",Positive,None
3am y2oulo el nes ktir 3m tesro2 lately!,Negative,None
WALAW KHATAF BENTA! Hal mousalsal ktir bi zaail!,Negative,None
@Sami_Aoun_7 man @PaulGhanem 3ayouch bado yrou7 ma3 marwan w roberto w baraket yeskaro ðŸ˜“ ,Negative,None
Lk badi a3ref li 7eko 3a set najwa la2na 7ata salib ra7o 7esabo w rej3o w tol3o mn ahel l jani lk feye a3ref chou hayda takhalof allah wa7ad ,Negative,Sectarianism
Chou ra2ykoun l Joker houwe yla3bkoun? HAHA3HAHA3HA3 ,Positive,None
3anjad hayda enta ? Ma 3reftak!,Positive,None
Btaaerfo adde l maths helo wa2ta tkouno aam tefhamo shu aam teketbo w hek?😻😻 ,Positive,None
@AndrewBachir bass wla,Negative,None
Hahahah eh yalla 🚀 ,Positive,None
@najwakaram Chou nanouj kel chway rt ma fi elna mar7aba kifkon chta2tlkon😘 ento chta2touli 😍 ,Positive,None
na2alna el jara 3al machfa... ba3d ma 3refna chou sar ma3a . bas a3ref bkhaberkon :s,Negative,None
Woah kenet nkhabaset... le ma meshe asra3 w khabasneðŸ˜³ðŸ˜¡ ,Negative,Sarcasm
lah helo short hair ,Positive,Courtesy words
yu2brnee jamelo pepe :p tfeh shu beche3 bas li kanze por la decima ma7leto ,Negative,None
Hayda al haki al sah ,Positive,None
Mammiiii hara2et ide,Negative,None
Ktir mdaperse liom  ma32oul la2n rje3t aal jemaa ?ðŸ˜«ðŸ˜« ,Negative,None
@OsamaRahhal9 @tonyrizk_963 man ktir sa23a b Zahle l 7arara shi -5 !,Negative,None
Nshalla te7teri2 ,Negative,None
@mtvlebanon ktir 7lou ,Positive,None
@sallyhijazi chou houwehhhh li ken la7 yejehhh haahahha :p,Positive,None
kel ma elta2a bi chab helo 3a zaw2e bi koun chakle khara 3al ekher.. cest triste,Negative,Joke
Ya harammðŸ˜‚ðŸ˜‚ ,Negative,None
Ma fe ahla men hawa #jnoub #jnoub,Positive,None
@CindyRizkallah @ElyseS16 jebt eshya ktir cute la2elon men spinneys nananaa,Positive,None
@Nanuchasstar @Naimkmayha @khalilkoussan @ahmadzoulfekar hahahahahahahahahahaahahaha tide hayda =)),Positive,None
Kif bet oulo la hada btari2a mhazabe eno sar hake ktir la daraje tawashne ,Negative,Sarcasm
Sar ma3e b Antoura,Negative,None
@BobFanous Mish defensively azde bass eno ma ken fi ktir chances w plays helwin w hek,Negative,None
@joudirajabbasha mbala fhemta bs ktir da7aktnee :p,Positive,None
ktir bkit,Negative,None
Boy : ana be7tirim ra2ey el mar2a w da2iman b7otto 2idem ra2ye Girl : habibe enta ktir mni7 Boy : skete wli ma 7adan talab ra2yik *slap her*,Negative,None
Teb leh sa23a ? ,Negative,None
@joe_moubarak chou bek mya2as? ,Negative,None
Khwasre 3am youja3oune mesh 3erfe eza men l dehek aw men l akel,Positive,Joke
Bade efham chou khas lwardee bi allah ðŸ˜‚ðŸ˜‚ðŸ˜°ðŸ˜°ðŸ˜°ðŸ˜° ,Negative,None
Ktir 3am bekoul lol seeet ekil 7 wa23at lol now talabet berger ,Negative,None
@najwakaram #JudgeNjawa chou biyelba2liiiiik l aloub l deneee t7ebiiik ya ghelye😘💘🌹🌷 #JudgeNjawa,Positive,None
@AboNajemElie ktir te3bir 7elo wsadi2 100/100,Positive,None
@pamoula @Rouwa_Saba chou esmo hayda li khtara3 ltwitter het la n2ello barkeh byechtrilna yehaa lol menbi3a w mne2soum ha2a 3a 3,Positive,None
Fiye efham ley dafir 2id lchmel bytwalo w dafir 2id lyamin bi dalloun 2sar Y3ne ktir jorsa hek yi haram ,Negative,None
Me helo hek . W hek ... ,Positive,None
Saba7 l5er wlsalem beirut ,Positive,None
@majdalakhattar eh eh ktir 7abbeit fye a3mel retweet ???? :p,Positive,None
Je3et bas its not jou3 jou3 its stress jou3 fhemtoune??,Negative,None
@MaramAzzam ktir 7elwe sourit il profile bravo,Positive,None
@faditarabay88 @sarah09998 @LBFJPA @wef @Gebran_Bassil La abadan bas t7alafna ma3 hizb alla w fawatnahon bil7okomeh layser el General ra’ees... 3an jad ino sho el mshkleh?,Negative,Sectarianism
Hahahhahaha albo melyen mennaaa ðŸ¤£ https://www.facebook.com/723616625/posts/10156414568561626/ ,Negative,Joke
Wa2afna el dares wel gym lal thawra. Tlo3na noss7anin wel exam kal 7oukam is still standing strong in 1 week. Ekel Khara af. ,Negative,None
@Monier_Heghazy helo ketirðŸ‘ ,Negative,Sarcasm
Chou sarlak ? Habibi?,Negative,None
el zaha2 bye2tol,Negative,None
Seret khabsa chakhsen lyom,Negative,None
@DalalBakhour mbaaalaaaaaa3333 3ande ktir sowar elek:') ,Positive,None
La2 tawele belakkk marwan tizeeeee min ken seme3 fikkk law ma a3melak l helwe😡😡😡😡😡😡😡 ,Negative,None
@mariagilmour6 @reemxxo ehh la2an jessma mish helo?! ,Negative,Bullying
lah lah lahhh chou sayirrr bi souria,Negative,None
I'm loving @YesserTayyara ktir lyom idk whyy,Positive,None
Ktir ketranin l sha7adin hal fatra,Negative,None
Enno baddak ba3d 10 snin tenye!!!!??? Latgibo lkahraba??? Ya chabih lbani admin l3alam kello 3am bi2oul 3endkon hader belkahraba. Fachart ya harami wya 🐇🐇🐇🐇🐇 ,Negative,None
“@NellyGeorgeHarb: L ta2es ktir mounesab ta nekol hawa” Mnekol nekat kamena aw la2 ? :p ,Negative,None
Hayda tayaran aw shu ,Negative,None
@moezreikLFC hayda 7akeh!,Positive,None
ba3d boukra el te2dim!!!!,Negative,None
@instakfourywael @kfourywael @DimaSadek bawsi 3ane allah 3ala hl album Chu helo hfozto ya ret by3mlo fi fahes bl skul :)&lt;3 ,Positive,None
Ktir bteje mezeej enta😁.,Negative,Sarcasm
mar3oube men el carnet,Negative,None
@RimaNJEIM nshala tkoun salat ma2boule ya rab kalemek ktir helo ramroummmm rab yesma3 menek ynawerlna 3a2elna w 3a2el l3alam ,Positive,None
Ma baaref lech bass ktir bethamass aa the voice k.,Positive,None
